"","X","az","date","senat","anordnung","link","year","kammer","r1","r2","r3","r1_f","r2_f","r3_f","gv","wechsel_at_all","ersetzt","ersatz","konform","c_nach_gversatz","crit","whichgv","gv_mod","real_c","drop","gv_viol"
"45",6795,"1 BvR 851/87",1998-07-08,1,0,"http://www.bverfg.de/e/rk19980708_1bvr085187.html",1998,1,"Papier","Grimm","Haas","Papier","Grimm","Hömig","Haas Seibert Steiner Jaeger Kühling",1,"Hömig","Haas","Papier Grimm Haas",1,0,"1","Haas Steiner Jaeger Kühling",1,FALSE,0
"64",6750,"1 BvR 1435/98",1998-08-25,1,0,"http://www.bverfg.de/e/rk19980825_1bvr143598.html",1998,1,"Papier","Grimm","Steiner","Papier","Grimm","Hömig","Haas Seibert Steiner Jaeger Kühling",1,"Hömig","Steiner","Papier Grimm Haas",1,0,"2","Haas Steiner Jaeger Kühling",1,FALSE,1
"212",6203,"1 BvQ 5/00",2000-03-12,1,1,"http://www.bverfg.de/e/qk20000312_1bvq000500.html",2000,1,"Papier","Steiner","Hohmann-Dennhardt","Papier","Steiner","Hoffmann-Riem","Hohmann-Dennhardt Haas Hömig Jaeger Kühling",1,"Hoffmann-Riem","Hohmann-Dennhardt","Papier Steiner Hohmann-Dennhardt",1,0,"1","Hohmann-Dennhardt Haas Hömig Jaeger Kühling",1,FALSE,0
"233",6136,"1 BvQ 11/00",2000-04-30,1,1,"http://www.bverfg.de/e/qk20000430_1bvq001100.html",2000,1,"Papier","Kühling","Steiner","Papier","Steiner","Hoffmann-Riem","Hohmann-Dennhardt Haas Hömig Jaeger Kühling",1,"Hoffmann-Riem","Kühling","Papier Steiner Hohmann-Dennhardt",1,0,"5","Hohmann-Dennhardt Haas Hömig Jaeger Kühling",1,FALSE,1
"236",6128,"1 BvQ 14/00",2000-05-20,1,1,"http://www.bverfg.de/e/qk20000520_1bvq001400.html",2000,1,"Kühling","Hömig","Hoffmann-Riem","Papier","Steiner","Hoffmann-Riem","Hohmann-Dennhardt Haas Hömig Jaeger Kühling",1,"Papier Steiner","Kühling Hömig","Hoffmann-Riem Hohmann-Dennhardt Haas",2,0,"3 4","Hohmann-Dennhardt Haas Hömig Kühling",2,FALSE,1
"247",6058,"1 BvQ 22/00",2000-08-11,1,1,"http://www.bverfg.de/e/qk20000811_1bvq002200.html",2000,1,"Papier","Hömig","Hohmann-Dennhardt","Papier","Steiner","Hoffmann-Riem","Hohmann-Dennhardt Haas Hömig Jaeger Kühling",1,"Steiner Hoffmann-Riem","Hömig Hohmann-Dennhardt","Papier Hohmann-Dennhardt Haas",1,0,"1 3","Hohmann-Dennhardt Haas Hömig Jaeger Kühling",1,FALSE,1
"265",6008,"1 BvR 1498/00",2000-09-25,1,0,"http://www.bverfg.de/e/rk20000925_1bvr149800.html",2000,1,"Steiner","Hohmann-Dennhardt","Hoffmann-Riem","Papier","Steiner","Hoffmann-Riem","Hohmann-Dennhardt Haas Hömig Jaeger Kühling",1,"Papier","Hohmann-Dennhardt","Steiner Hoffmann-Riem Hohmann-Dennhardt",2,0,"1","Hohmann-Dennhardt Haas Hömig Jaeger Kühling",2,FALSE,0
"290",5864,"1 BvR 2216/96",2001-01-18,1,0,"http://www.bverfg.de/e/rk20010118_1bvr221696.html",2001,1,"Steiner","Hohmann-Dennhardt","Hoffmann-Riem","Papier","Steiner","Hoffmann-Riem","Hohmann-Dennhardt Haas Hömig Jaeger Kühling",1,"Papier","Hohmann-Dennhardt","Steiner Hoffmann-Riem Hohmann-Dennhardt",2,0,"1","Hohmann-Dennhardt Haas Hömig Jaeger Kühling",2,FALSE,0
"316",5737,"1 BvQ 20/01",2001-04-12,1,1,"http://www.bverfg.de/e/qk20010412_1bvq002001.html",2001,1,"Papier","Hohmann-Dennhardt","Hoffmann-Riem","Papier","Steiner","Hoffmann-Riem","Hohmann-Dennhardt Haas Bryde Hömig Jaeger",1,"Steiner","Hohmann-Dennhardt","Papier Hoffmann-Riem Hohmann-Dennhardt",2,0,"1","Hohmann-Dennhardt Haas Bryde Hömig Jaeger",2,FALSE,0
"324",5714,"1 BvR 481/01",2001-05-10,1,0,"http://www.bverfg.de/e/rk20010510_1bvr048101.html",2001,1,"Papier","Steiner","Hohmann-Dennhardt","Papier","Steiner","Hoffmann-Riem","Hohmann-Dennhardt Haas Bryde Hömig Jaeger",1,"Hoffmann-Riem","Hohmann-Dennhardt","Papier Steiner Hohmann-Dennhardt",1,0,"1","Hohmann-Dennhardt Haas Bryde Hömig Jaeger",1,FALSE,0
"325",5679,"1 BvR 1002/01",2001-06-18,1,0,"http://www.bverfg.de/e/rk20010618_1bvr100201.html",2001,1,"Papier","Hömig","Hohmann-Dennhardt","Papier","Steiner","Hoffmann-Riem","Hohmann-Dennhardt Haas Bryde Hömig Jaeger",1,"Steiner","Hömig","Papier Hohmann-Dennhardt Haas",1,0,"3","Haas Bryde Hömig Jaeger",1,FALSE,1
"336",5618,"1 BvQ 34/01",2001-08-10,1,1,"http://www.bverfg.de/e/qk20010810_1bvq003401.html",2001,1,"Papier","Hohmann-Dennhardt","Hoffmann-Riem","Papier","Steiner","Hoffmann-Riem","Hohmann-Dennhardt Haas Bryde Hömig Jaeger",1,"Steiner","Hohmann-Dennhardt","Papier Hoffmann-Riem Hohmann-Dennhardt",2,0,"1","Hohmann-Dennhardt Haas Bryde Hömig Jaeger",2,FALSE,0
"341",5591,"1 BvQ 35/01",2001-08-24,1,1,"http://www.bverfg.de/e/qk20010824_1bvq003501.html",2001,1,"Steiner","Hohmann-Dennhardt","Hoffmann-Riem","Papier","Steiner","Hoffmann-Riem","Hohmann-Dennhardt Haas Bryde Hömig Jaeger",1,"Papier","Hohmann-Dennhardt","Steiner Hoffmann-Riem Hohmann-Dennhardt",2,0,"1","Hohmann-Dennhardt Haas Bryde Hömig Jaeger",2,FALSE,0
"343",5586,"1 BvR 481/01",2001-09-05,1,0,"http://www.bverfg.de/e/rk20010905_1bvr048101.html",2001,1,"Papier","Steiner","Hohmann-Dennhardt","Papier","Steiner","Hoffmann-Riem","Hohmann-Dennhardt Haas Bryde Hömig Jaeger",1,"Hoffmann-Riem","Hohmann-Dennhardt","Papier Steiner Hohmann-Dennhardt",1,0,"1","Hohmann-Dennhardt Haas Bryde Hömig Jaeger",1,FALSE,0
"353",5528,"1 BvQ 39/01",2001-10-19,1,1,"http://www.bverfg.de/e/qk20011019_1bvq003901.html",2001,1,"Papier","Hohmann-Dennhardt","Hoffmann-Riem","Papier","Steiner","Hoffmann-Riem","Hohmann-Dennhardt Haas Bryde Hömig Jaeger",1,"Steiner","Hohmann-Dennhardt","Papier Hoffmann-Riem Hohmann-Dennhardt",2,0,"1","Hohmann-Dennhardt Haas Bryde Hömig Jaeger",2,FALSE,0
"364",5430,"1 BvQ 1/02",2002-01-04,1,1,"http://www.bverfg.de/e/qk20020104_1bvq000102.html",2002,1,"Papier","Hohmann-Dennhardt","Hoffmann-Riem","Papier","Steiner","Hoffmann-Riem","Hohmann-Dennhardt Haas Bryde Hömig Jaeger",1,"Steiner","Hohmann-Dennhardt","Papier Hoffmann-Riem Hohmann-Dennhardt",2,0,"1","Hohmann-Dennhardt Haas Bryde Hömig Jaeger",2,FALSE,0
"370",5353,"1 BvR 300/02",2002-02-22,1,0,"http://www.bverfg.de/e/rk20020222_1bvr030002.html",2002,1,"Steiner","Hohmann-Dennhardt","Hoffmann-Riem","Papier","Steiner","Hoffmann-Riem","Hohmann-Dennhardt Haas Bryde Hömig Jaeger",1,"Papier","Hohmann-Dennhardt","Steiner Hoffmann-Riem Hohmann-Dennhardt",2,0,"1","Hohmann-Dennhardt Haas Bryde Hömig Jaeger",2,FALSE,0
"371",5345,"1 BvQ 5/02",2002-03-01,1,1,"http://www.bverfg.de/e/qk20020301_1bvq000502.html",2002,1,"Papier","Hohmann-Dennhardt","Hoffmann-Riem","Papier","Steiner","Hoffmann-Riem","Hohmann-Dennhardt Haas Bryde Hömig Jaeger",1,"Steiner","Hohmann-Dennhardt","Papier Hoffmann-Riem Hohmann-Dennhardt",2,0,"1","Hohmann-Dennhardt Haas Bryde Hömig Jaeger",2,FALSE,0
"374",5310,"1 BvQ 9/02",2002-03-29,1,1,"http://www.bverfg.de/e/qk20020329_1bvq000902.html",2002,1,"Steiner","Hohmann-Dennhardt","Hoffmann-Riem","Papier","Steiner","Hoffmann-Riem","Hohmann-Dennhardt Haas Bryde Hömig Jaeger",1,"Papier","Hohmann-Dennhardt","Steiner Hoffmann-Riem Hohmann-Dennhardt",2,0,"1","Hohmann-Dennhardt Haas Bryde Hömig Jaeger",2,FALSE,0
"379",5297,"1 BvR 680/02",2002-04-15,1,0,"http://www.bverfg.de/e/rk20020415_1bvr068002.html",2002,1,"Steiner","Hohmann-Dennhardt","Hoffmann-Riem","Papier","Steiner","Hoffmann-Riem","Hohmann-Dennhardt Haas Bryde Hömig Jaeger",1,"Papier","Hohmann-Dennhardt","Steiner Hoffmann-Riem Hohmann-Dennhardt",2,0,"1","Hohmann-Dennhardt Haas Bryde Hömig Jaeger",2,FALSE,0
"431",4997,"1 BvQ 2/03",2003-01-28,1,1,"http://www.bverfg.de/e/qk20030128_1bvq000203.html",2003,1,"Papier","Hohmann-Dennhardt","Hoffmann-Riem","Papier","Haas","Hoffmann-Riem","Hohmann-Dennhardt Steiner Bryde Hömig Jaeger",1,"Haas","Hohmann-Dennhardt","Papier Hoffmann-Riem Hohmann-Dennhardt",2,0,"1","Hohmann-Dennhardt Steiner Bryde Hömig Jaeger",2,FALSE,0
"448",4827,"1 BvQ 30/03",2003-08-14,1,1,"http://www.bverfg.de/e/qk20030814b_1bvq003003.html",2003,1,"Jaeger","Hömig","Hoffmann-Riem","Papier","Haas","Hoffmann-Riem","Hohmann-Dennhardt Steiner Bryde Hömig Jaeger",1,"Papier Haas","Jaeger Hömig","Hoffmann-Riem Hohmann-Dennhardt Steiner",2,0,"4 5","Hohmann-Dennhardt Steiner Bryde Hömig Jaeger",2,FALSE,1
"449",4828,"1 BvQ 30/03",2003-08-14,1,1,"http://www.bverfg.de/e/qk20030814_1bvq003003.html",2003,1,"Papier","Hohmann-Dennhardt","Hoffmann-Riem","Papier","Haas","Hoffmann-Riem","Hohmann-Dennhardt Steiner Bryde Hömig Jaeger",1,"Haas","Hohmann-Dennhardt","Papier Hoffmann-Riem Hohmann-Dennhardt",2,0,"1","Hohmann-Dennhardt Steiner Bryde Hömig Jaeger",2,FALSE,0
"451",4819,"1 BvQ 32/03",2003-09-05,1,1,"http://www.bverfg.de/e/qk20030905_1bvq003203.html",2003,1,"Papier","Steiner","Hoffmann-Riem","Papier","Haas","Hoffmann-Riem","Hohmann-Dennhardt Steiner Bryde Hömig Jaeger",1,"Haas","Steiner","Papier Hoffmann-Riem Hohmann-Dennhardt",2,0,"2","Hohmann-Dennhardt Steiner Bryde Hömig Jaeger",1,FALSE,1
"485",4469,"1 BvQ 36/04",2004-08-31,1,1,"http://www.bverfg.de/e/qk20040831_1bvq003604.html",2004,1,"Papier","Steiner","Hoffmann-Riem","Papier","Haas","Hoffmann-Riem","Hohmann-Dennhardt Steiner Bryde Hömig Jaeger",1,"Haas","Steiner","Papier Hoffmann-Riem Hohmann-Dennhardt",2,0,"2","Hohmann-Dennhardt Steiner Bryde Jaeger",1,FALSE,1
"500",4356,"1 BvR 294/05",2005-02-22,1,0,"http://www.bverfg.de/e/rk20050222_1bvr029405.html",2005,1,"Papier","Hohmann-Dennhardt","Gaier","Papier","Hohmann-Dennhardt","Hoffmann-Riem","Gaier Steiner Bryde Hömig Haas",1,"Hoffmann-Riem","Gaier","Papier Hohmann-Dennhardt Gaier",2,0,"1","Gaier Steiner Bryde Hömig Haas",2,FALSE,0
"508",4315,"1 BvR 808/05",2005-04-16,1,0,"http://www.bverfg.de/e/rk20050416_1bvr080805.html",2005,1,"Hohmann-Dennhardt","Hoffmann-Riem","Gaier","Papier","Hohmann-Dennhardt","Hoffmann-Riem","Gaier Steiner Bryde Hömig Haas",1,"Papier","Gaier","Hohmann-Dennhardt Hoffmann-Riem Gaier",3,1,"1","Gaier Steiner Bryde Hömig Haas",3,FALSE,0
"512",4298,"1 BvR 961/05",2005-05-06,1,0,"http://www.bverfg.de/e/rk20050506_1bvr096105.html",2005,1,"Papier","Steiner","Hoffmann-Riem","Papier","Hohmann-Dennhardt","Hoffmann-Riem","Gaier Steiner Bryde Hömig Haas",1,"Hohmann-Dennhardt","Steiner","Papier Hoffmann-Riem Gaier",2,0,"2","Gaier Steiner Bryde Hömig Haas",1,FALSE,1
"527",4213,"1 BvQ 25/05",2005-08-16,1,1,"http://www.bverfg.de/e/qk20050816_1bvq002505.html",2005,1,"Papier","Hoffmann-Riem","Gaier","Papier","Hohmann-Dennhardt","Hoffmann-Riem","Gaier Steiner Bryde Hömig Haas",1,"Hohmann-Dennhardt","Gaier","Papier Hoffmann-Riem Gaier",2,0,"1","Gaier Steiner Bryde Hömig Haas",2,FALSE,0
"538",4099,"1 BvQ 3/06",2006-01-26,1,1,"http://www.bverfg.de/e/qk20060126_1bvq000306.html",2006,1,"Papier","Hoffmann-Riem","Gaier","Papier","Hohmann-Dennhardt","Hoffmann-Riem","Gaier Steiner Bryde Hömig Haas",1,"Hohmann-Dennhardt","Gaier","Papier Hoffmann-Riem Gaier",2,0,"1","Gaier Steiner Bryde Hömig Haas",2,FALSE,0
"539",4098,"1 BvQ 4/06",2006-01-27,1,1,"http://www.bverfg.de/e/qk20060127_1bvq000406.html",2006,1,"Steiner","Hoffmann-Riem","Gaier","Papier","Hohmann-Dennhardt","Hoffmann-Riem","Gaier Steiner Bryde Hömig Haas",1,"Papier","Steiner","Hoffmann-Riem Gaier Steiner",2,0,"1","Steiner Bryde Hömig Haas",2,FALSE,0
"567",3978,"1 BvR 1429/06",2006-06-09,1,0,"http://www.bverfg.de/e/rk20060609_1bvr142906.html",2006,1,"Papier","Hoffmann-Riem","Gaier","Papier","Hohmann-Dennhardt","Hoffmann-Riem","Gaier Steiner Eichberger Bryde Haas",1,"Hohmann-Dennhardt","Gaier","Papier Hoffmann-Riem Gaier",2,0,"1","Gaier Steiner Eichberger Bryde Haas",2,FALSE,0
"592",3839,"1 BvQ 35/06",2006-11-24,1,1,"http://www.bverfg.de/e/qk20061124_1bvq003506.html",2006,1,"Papier","Hoffmann-Riem","Gaier","Papier","Hohmann-Dennhardt","Hoffmann-Riem","Gaier Steiner Schluckebier Eichberger Bryde",1,"Hohmann-Dennhardt","Gaier","Papier Hoffmann-Riem Gaier",2,0,"1","Gaier Steiner Schluckebier Eichberger Bryde",2,FALSE,0
"609",3742,"1 BvR 2228/02",2007-03-26,1,0,"http://www.bverfg.de/e/rk20070326_1bvr222802.html",2007,1,"Hohmann-Dennhardt","Hoffmann-Riem","Gaier","Papier","Hohmann-Dennhardt","Hoffmann-Riem","Gaier Steiner Schluckebier Eichberger Bryde",1,"Papier","Gaier","Hohmann-Dennhardt Hoffmann-Riem Gaier",3,1,"1","Gaier Steiner Schluckebier Eichberger Bryde",3,FALSE,0
"616",3698,"1 BvQ 16/07",2007-05-27,1,1,"http://www.bverfg.de/e/qk20070527_1bvq001607.html",2007,1,"Papier","Hoffmann-Riem","Gaier","Papier","Hohmann-Dennhardt","Hoffmann-Riem","Gaier Steiner Schluckebier Eichberger Bryde",1,"Hohmann-Dennhardt","Gaier","Papier Hoffmann-Riem Gaier",2,0,"1","Gaier Steiner Schluckebier Bryde",2,FALSE,0
"634",3624,"1 BvR 1223/07",2007-08-29,1,0,"http://www.bverfg.de/e/rk20070829_1bvr122307.html",2007,1,"Papier","Hoffmann-Riem","Gaier","Papier","Hohmann-Dennhardt","Hoffmann-Riem","Gaier Steiner Schluckebier Eichberger Bryde",1,"Hohmann-Dennhardt","Gaier","Papier Hoffmann-Riem Gaier",2,0,"1","Gaier Steiner Schluckebier Eichberger Bryde",2,FALSE,0
"638",3578,"1 BvR 3041/07",2007-12-01,1,0,"http://www.bverfg.de/e/rk20071201_1bvr304107.html",2007,1,"Papier","Hoffmann-Riem","Kirchhof","Papier","Hohmann-Dennhardt","Hoffmann-Riem","Kirchhof Gaier Schluckebier Eichberger Bryde",1,"Hohmann-Dennhardt","Kirchhof","Papier Hoffmann-Riem Kirchhof",1,0,"1","Kirchhof Gaier Schluckebier Eichberger Bryde",1,FALSE,0
"655",3440,"1 BvR 572/08",2008-03-13,1,0,"http://www.bverfg.de/e/rk20080313_1bvr057208.html",2008,1,"Hoffmann-Riem","Eichberger","Schluckebier","Papier","Hoffmann-Riem","Eichberger","Schluckebier Bryde Kirchhof Gaier Hohmann-Dennhardt",1,"Papier","Schluckebier","Hoffmann-Riem Eichberger Schluckebier",1,0,"1","Schluckebier Bryde Kirchhof Gaier Hohmann-Dennhardt",1,FALSE,0
"657",3434,"1 BvR 1753/03",2008-03-25,1,0,"http://www.bverfg.de/e/rk20080325_1bvr175303.html",2008,1,"Hoffmann-Riem","Eichberger","Schluckebier","Papier","Hoffmann-Riem","Eichberger","Schluckebier Bryde Kirchhof Gaier Hohmann-Dennhardt",1,"Papier","Schluckebier","Hoffmann-Riem Eichberger Schluckebier",1,0,"1","Schluckebier Bryde Kirchhof Gaier Hohmann-Dennhardt",1,FALSE,0
"699",3039,"1 BvQ 26/09",2009-06-17,1,1,"http://www.bverfg.de/e/qk20090617_1bvq002609.html",2009,1,"Eichberger","Schluckebier","Masing","Papier","Eichberger","Masing","Schluckebier Bryde Kirchhof Gaier Hohmann-Dennhardt",1,"Papier","Schluckebier","Eichberger Masing Schluckebier",1,0,"1","Schluckebier Bryde Kirchhof Gaier Hohmann-Dennhardt",1,FALSE,0
"713",2939,"1 BvQ 39/09",2009-09-11,1,1,"http://www.bverfg.de/e/qk20090911_1bvq003909.html",2009,1,"Eichberger","Schluckebier","Masing","Papier","Eichberger","Masing","Schluckebier Bryde Kirchhof Gaier Hohmann-Dennhardt",1,"Papier","Schluckebier","Eichberger Masing Schluckebier",1,0,"1","Schluckebier Bryde Kirchhof Gaier Hohmann-Dennhardt",1,FALSE,0
"742",2628,"1 BvR 2298/10",2010-09-04,1,0,"http://www.bverfg.de/e/rk20100904_1bvr229810.html",2010,1,"Kirchhof","Schluckebier","Masing","Kirchhof","Eichberger","Masing","Schluckebier Bryde Paulus Gaier Hohmann-Dennhardt",1,"Eichberger","Schluckebier","Kirchhof Masing Schluckebier",1,0,"1","Schluckebier Bryde Paulus Gaier Hohmann-Dennhardt",1,FALSE,0
"743",2625,"1 BvR 2297/10",2010-09-06,1,0,"http://www.bverfg.de/e/rk20100906_1bvr229710.html",2010,1,"Eichberger","Schluckebier","Masing","Kirchhof","Eichberger","Masing","Schluckebier Bryde Paulus Gaier Hohmann-Dennhardt",1,"Kirchhof","Schluckebier","Eichberger Masing Schluckebier",1,0,"1","Schluckebier Bryde Paulus Gaier Hohmann-Dennhardt",1,FALSE,0
"783",2414,"1 BvR 1137/11",2011-05-05,1,0,"http://www.bverfg.de/e/rk20110505_1bvr113711.html",2011,1,"Eichberger","Masing","Baer","Kirchhof","Eichberger","Masing","Baer Schluckebier Britz Paulus Gaier",1,"Kirchhof","Baer","Eichberger Masing Baer",2,0,"1","Baer Schluckebier Britz Paulus Gaier",2,FALSE,0
"820",2139,"1 BvR 711/12",2012-03-30,1,0,"http://www.bverfg.de/e/rk20120330_1bvr071112.html",2012,1,"Eichberger","Schluckebier","Masing","Kirchhof","Eichberger","Masing","Baer Schluckebier Britz Paulus Gaier",1,"Kirchhof","Schluckebier","Eichberger Masing Baer",2,0,"2","Baer Schluckebier Britz Paulus Gaier",1,FALSE,1
"821",2135,"1 BvQ 12/12",2012-04-06,1,1,"http://www.bverfg.de/e/qk20120406_1bvq001212.html",2012,1,"Schluckebier","Masing","Paulus","Kirchhof","Eichberger","Masing","Baer Schluckebier Britz Paulus Gaier",1,"Eichberger","Paulus","Schluckebier Masing Baer",2,0,"3","Baer Britz Paulus Gaier",1,FALSE,1
"826",2125,"1 BvR 523/11",2012-04-16,1,0,"http://www.bverfg.de/e/rk20120416_1bvr052311.html",2012,1,"Eichberger","Masing","Baer","Kirchhof","Eichberger","Masing","Baer Schluckebier Britz Paulus Gaier",1,"Kirchhof","Baer","Eichberger Masing Baer",2,0,"1","Baer Schluckebier Britz Paulus Gaier",2,FALSE,0
"834",2031,"1 BvR 1840/12",2012-08-31,1,0,"http://www.bverfg.de/e/rk20120831_1bvr184012.html",2012,1,"Kirchhof","Schluckebier","Masing","Kirchhof","Eichberger","Masing","Baer Schluckebier Britz Paulus Gaier",1,"Eichberger","Schluckebier","Kirchhof Masing Baer",2,0,"2","Baer Schluckebier Britz Gaier",1,FALSE,1
"888",1586,"1 BvR 2271/14",2014-08-18,1,0,"http://www.bverfg.de/e/rk20140818_1bvr227114.html",2014,1,"Kirchhof","Eichberger","Baer","Kirchhof","Eichberger","Britz","Baer Masing Paulus Schluckebier Gaier",1,"Britz","Baer","Kirchhof Eichberger Baer",1,0,"1","Baer Masing Paulus Schluckebier Gaier",1,FALSE,0
"947",1141,"1 BvQ 8/16",2016-02-24,1,1,"http://www.bverfg.de/e/qk20160224_1bvq000816.html",2016,1,"Eichberger","Masing","Britz","Kirchhof","Eichberger","Britz","Baer Masing Paulus Schluckebier Gaier",1,"Kirchhof","Masing","Eichberger Britz Baer",2,0,"2","Baer Masing Paulus Schluckebier Gaier",2,FALSE,1
"962",959,"1 BvQ 27/16",2016-07-18,1,1,"http://www.bverfg.de/e/qk20160718_1bvq002716.html",2016,1,"Eichberger","Schluckebier","Britz","Kirchhof","Eichberger","Britz","Baer Masing Paulus Schluckebier Gaier",1,"Kirchhof","Schluckebier","Eichberger Britz Baer",2,0,"4","Baer Masing Paulus Schluckebier Gaier",1,FALSE,1
"970",897,"1 BvR 1630/16",2016-09-12,1,0,"http://www.bverfg.de/e/rk20160912_1bvr163016.html",2016,1,"Eichberger","Baer","Britz","Kirchhof","Eichberger","Britz","Baer Masing Paulus Schluckebier Gaier",1,"Kirchhof","Baer","Eichberger Britz Baer",2,0,"1","Baer Masing Paulus Schluckebier Gaier",2,FALSE,0
"984",846,"1 BvR 1517/16",2016-11-07,1,0,"http://www.bverfg.de/e/rk20161107_1bvr151716.html",2016,1,"Kirchhof","Eichberger","Britz","Kirchhof","Schluckebier","Ott","Britz Baer Eichberger Paulus Masing",1,"Schluckebier Ott","Eichberger Britz","Kirchhof Britz Baer",2,0,"1 3","Britz Baer Eichberger Masing",1,FALSE,1
"1128",6771,"1 BvR 327/97",1998-08-04,1,0,"http://www.bverfg.de/e/rk19980804_1bvr032797.html",1998,2,"Kühling","Jaeger","Hömig","Kühling","Jaeger","Steiner","Hömig Grimm Papier Haas Seibert",1,"Steiner","Hömig","Kühling Jaeger Hömig",2,0,"1","Hömig Grimm Papier Haas",2,FALSE,0
"1208",6292,"1 BvR 420/97",2000-01-10,1,0,"http://www.bverfg.de/e/rk20000110_1bvr042097.html",2000,2,"Kühling","Jaeger","Steiner","Kühling","Jaeger","Hömig","Hoffmann-Riem Steiner Papier Hohmann-Dennhardt Haas",1,"Hömig","Steiner","Kühling Jaeger Hoffmann-Riem",3,1,"2","Hoffmann-Riem Steiner Papier Hohmann-Dennhardt Haas",2,FALSE,1
"1243",6129,"1 BvQ 8/00",2000-05-15,1,1,"http://www.bverfg.de/e/qk20000515_1bvq000800.html",2000,2,"Kühling","Hömig","Steiner","Kühling","Jaeger","Hömig","Hoffmann-Riem Steiner Papier Hohmann-Dennhardt Haas",1,"Jaeger","Steiner","Kühling Hömig Hoffmann-Riem",2,0,"2","Hoffmann-Riem Steiner Papier Hohmann-Dennhardt Haas",1,FALSE,1
"1319",5801,"1 BvQ 12/01",2001-03-02,1,1,"http://www.bverfg.de/e/qk20010302_1bvq001201.html",2001,2,"Papier","Hömig","Bryde","Jaeger","Hömig","Bryde","Hoffmann-Riem Steiner Papier Hohmann-Dennhardt Haas",1,"Jaeger","Papier","Hömig Bryde Hoffmann-Riem",2,0,"3","Hoffmann-Riem Steiner Papier Hohmann-Dennhardt Haas",1,FALSE,1
"1342",5696,"1 BvR 848/01",2001-05-25,1,0,"http://www.bverfg.de/e/rk20010525_1bvr084801.html",2001,2,"Jaeger","Hömig","Hoffmann-Riem","Jaeger","Hömig","Bryde","Hoffmann-Riem Steiner Papier Hohmann-Dennhardt Haas",1,"Bryde","Hoffmann-Riem","Jaeger Hömig Hoffmann-Riem",2,0,"1","Hoffmann-Riem Steiner Papier Hohmann-Dennhardt Haas",2,FALSE,0
"1359",5630,"1 BvQ 32/01",2001-07-31,1,1,"http://www.bverfg.de/e/qk20010731_1bvq003201.html",2001,2,"Haas","Hömig","Hohmann-Dennhardt","Jaeger","Hömig","Bryde","Hoffmann-Riem Steiner Papier Hohmann-Dennhardt Haas",1,"Jaeger Bryde","Haas Hohmann-Dennhardt","Hömig Hoffmann-Riem Steiner",1,0,"4 5","Hoffmann-Riem Steiner Papier Hohmann-Dennhardt Haas",1,FALSE,1
"1424",5199,"1 BvQ 25/02",2002-07-28,1,1,"http://www.bverfg.de/e/qk20020728_1bvq002502.html",2002,2,"Jaeger","Hömig","Steiner","Jaeger","Hömig","Bryde","Hoffmann-Riem Steiner Papier Hohmann-Dennhardt Haas",1,"Bryde","Steiner","Jaeger Hömig Hoffmann-Riem",2,0,"2","Hoffmann-Riem Steiner Papier Hohmann-Dennhardt Haas",1,FALSE,1
"1425",5186,"1 BvQ 27/02",2002-08-08,1,1,"http://www.bverfg.de/e/qk20020808_1bvq002702.html",2002,2,"Jaeger","Hömig","Hoffmann-Riem","Jaeger","Hömig","Bryde","Hoffmann-Riem Steiner Papier Hohmann-Dennhardt Haas",1,"Bryde","Hoffmann-Riem","Jaeger Hömig Hoffmann-Riem",2,0,"1","Hoffmann-Riem Steiner Papier Hohmann-Dennhardt Haas",2,FALSE,0
"1440",5141,"1 BvR 1744/02",2002-09-30,1,0,"http://www.bverfg.de/e/rk20020930_1bvr174402.html",2002,2,"Hömig","Hoffmann-Riem","Bryde","Jaeger","Hömig","Bryde","Hoffmann-Riem Steiner Papier Hohmann-Dennhardt Haas",1,"Jaeger","Hoffmann-Riem","Hömig Bryde Hoffmann-Riem",2,0,"1","Hoffmann-Riem Steiner Papier Hohmann-Dennhardt Haas",2,FALSE,0
"1461",4915,"1 BvR 710/03",2003-04-15,1,0,"http://www.bverfg.de/e/rk20030415_1bvr071003.html",2003,2,"Jaeger","Hömig","Hoffmann-Riem","Jaeger","Hömig","Bryde","Hoffmann-Riem Haas Papier Hohmann-Dennhardt Steiner",1,"Bryde","Hoffmann-Riem","Jaeger Hömig Hoffmann-Riem",2,0,"1","Hoffmann-Riem Haas Papier Hohmann-Dennhardt Steiner",2,FALSE,0
"1544",4474,"1 BvR 1858/04",2004-08-18,1,0,"http://www.bverfg.de/e/rk20040818_1bvr185804.html",2004,2,"Hömig","Hoffmann-Riem","Bryde","Jaeger","Hömig","Bryde","Hoffmann-Riem Haas Papier Hohmann-Dennhardt Steiner",1,"Jaeger","Hoffmann-Riem","Hömig Bryde Hoffmann-Riem",2,0,"1","Hoffmann-Riem Haas Papier Hohmann-Dennhardt Steiner",2,FALSE,0
"1546",4472,"1 BvR 1506/04",2004-08-27,1,0,"http://www.bverfg.de/e/rk20040827_1bvr150604.html",2004,2,"Jaeger","Haas","Bryde","Jaeger","Hömig","Bryde","Hoffmann-Riem Haas Papier Hohmann-Dennhardt Steiner",1,"Hömig","Haas","Jaeger Bryde Hoffmann-Riem",3,1,"2","Hoffmann-Riem Haas Papier Hohmann-Dennhardt Steiner",2,FALSE,1
